0,0,0,"Start lads and prob",normal
0,0,0,"Start AP stats",normal
0,0,0,"Start Data Structures",normal
0,0,0,"Daily 5 min meditation",normal
0,0,0,"wake up at 10, possibly 9 ideally.",normal
0,0,0,"coffee chats, and look for new labs",normal
0,0,0,"start linalg, prob, stats, etc.",normal
